# q I conditional_sigma_fixed_C_no_cross_frame_covariance
3.900000000000002354e-01 -1.303916703563718471e+00 1.287337480478124130e+00
3.950000000000002398e-01 -1.055333011825640710e-01 1.316691547993915856e+00
4.000000000000002442e-01 -9.681302731804271033e-01 1.293258013215516700e+00
4.050000000000002487e-01 1.206768637036028519e-01 1.465943738560361087e+00
4.100000000000002531e-01 9.819908065803195640e-01 1.398231133784415103e+00
4.150000000000002576e-01 7.269635504741347454e-01 1.477329686035631084e+00
4.200000000000002620e-01 1.616106740828669786e+00 1.276436047273423746e+00
4.250000000000002665e-01 -8.290176354856666416e-03 1.260820100026205592e+00
4.300000000000002709e-01 7.652062232338027181e-01 1.300542370711390117e+00
4.350000000000002753e-01 -1.840676125384837825e+00 1.280704919243540463e+00
4.400000000000002798e-01 4.251214887514694896e-01 1.252957469278111580e+00
4.450000000000002842e-01 -1.383357297289914412e-01 1.209345969413878397e+00
4.500000000000002887e-01 1.882018605993993843e+00 1.247241909117068559e+00
4.550000000000002931e-01 3.055732889873311819e+00 1.217151105418365020e+00
4.600000000000002975e-01 7.891320121240481544e-01 1.192135148986726234e+00
4.650000000000003020e-01 3.699479440287068432e-01 1.175469304544589422e+00
4.700000000000003064e-01 7.948800985613369008e-01 1.232638729401885458e+00
4.750000000000003109e-01 -1.000201651288990634e+00 1.153410706442582923e+00
4.800000000000003153e-01 1.178148399555497550e+00 1.227191833547108812e+00
4.850000000000003197e-01 -2.399743119113667000e-01 1.158526109473820842e+00
4.900000000000003242e-01 9.964011399849451167e-02 1.195367444851657357e+00
4.950000000000003286e-01 9.879612415311955775e-01 1.124909163948387469e+00
5.000000000000000000e-01 5.810591231881495622e-01 1.313326137500789415e+00
5.100000000000000089e-01 2.749884939355937488e-02 8.248677877659641444e-01
5.200000000000000178e-01 -7.625577124940879914e-02 7.760792414128926398e-01
5.300000000000000266e-01 2.536945032097649988e-01 7.943268000801760875e-01
5.400000000000000355e-01 -1.064738413718618742e-01 7.648829304215960523e-01
5.500000000000000444e-01 -1.617590402667681004e-01 7.546376724854183538e-01
5.600000000000000533e-01 7.173055574149743707e-01 7.336798055330423507e-01
5.700000000000000622e-01 -8.530815944919311056e-01 7.182831759870911270e-01
5.800000000000000711e-01 3.546269389914825654e-01 7.362494760555577944e-01
5.900000000000000799e-01 6.028422599668189497e-01 7.294439339142753109e-01
6.000000000000000888e-01 1.325802866760414644e-01 7.442914556239285107e-01
6.100000000000000977e-01 -4.357103722256899236e-01 7.286304667311943595e-01
6.200000000000001066e-01 -2.484516543250838150e-01 7.161221005486981817e-01
6.300000000000001155e-01 4.801810410980924537e-01 7.093809655310555629e-01
6.400000000000001243e-01 5.336532673309257735e-01 6.990527068031093805e-01
6.500000000000001332e-01 -4.005235010300843834e-01 6.880974067003590156e-01
6.600000000000001421e-01 -9.889128889699028147e-02 6.817351837132119563e-01
6.700000000000001510e-01 3.499356054333348925e-02 7.043908539017172954e-01
6.800000000000001599e-01 -3.996917422616503845e-01 6.850923972578738530e-01
6.900000000000001688e-01 5.904432077224707198e-01 6.865590801750065530e-01
7.000000000000001776e-01 -1.056215941755176968e-01 6.937580313648511465e-01
7.100000000000001865e-01 2.672679467023356126e-01 6.816632663490924671e-01
7.200000000000001954e-01 8.639790499950052993e-01 6.868806324050168444e-01
7.300000000000002043e-01 2.890124134842821380e-01 6.881565988905663511e-01
7.400000000000002132e-01 8.826200653682053643e-01 6.904851160430751644e-01
7.500000000000002220e-01 6.196290989856895193e-01 6.815758607468661578e-01
7.600000000000002309e-01 -8.267344536407822408e-01 6.904089038867989858e-01
7.700000000000002398e-01 2.318657537034911065e-01 6.925788387585030126e-01
7.800000000000002487e-01 -1.198104785728211080e-01 7.117298975126780114e-01
7.900000000000002576e-01 5.171066579613993186e-01 7.128393522006630789e-01
8.000000000000002665e-01 -5.155418731306142810e-01 6.979848476173112770e-01
8.100000000000002753e-01 -8.194474638193912641e-01 6.961109142624106738e-01
8.200000000000002842e-01 -2.697849522036651140e-02 7.045456810264680847e-01
8.300000000000002931e-01 7.787268058905105761e-02 7.235627819090382218e-01
8.400000000000003020e-01 1.289853434104974439e-01 7.318963512831868634e-01
8.500000000000003109e-01 -7.210448654781570488e-02 7.240686403596112708e-01
8.600000000000003197e-01 1.260377094412432758e-02 7.295104731503890827e-01
8.700000000000003286e-01 -7.173564530284406437e-01 7.231017150194265497e-01
8.800000000000003375e-01 -4.765688698519198185e-01 7.034025259198818381e-01
8.900000000000003464e-01 -9.327901362365906834e-01 6.850793116799304139e-01
9.000000000000003553e-01 -1.336257439545446013e-01 6.818735090748938577e-01
9.100000000000003642e-01 8.073046767293888537e-02 6.921427024102452252e-01
9.200000000000003730e-01 -1.102683596166649682e+00 6.874281136455943075e-01
9.300000000000003819e-01 -1.141236654160787012e+00 6.926535434438252370e-01
9.400000000000003908e-01 5.223118654746394807e-02 6.876833260647254864e-01
9.500000000000003997e-01 -2.298669953239658795e-02 6.994941599886977945e-01
9.600000000000004086e-01 6.527183824041180582e-01 7.008329051581904112e-01
9.700000000000004174e-01 2.557839637523839915e-01 7.075965657729663683e-01
9.800000000000004263e-01 -2.550937259797660395e-01 7.255804890438320998e-01
9.900000000000004352e-01 -3.874719043509997629e-01 7.298549337605895193e-01
1.000000000000000000e+00 -3.597025255536234201e-01 7.388238425226466566e-01
1.030000000000000027e+00 2.446142991260010224e-01 4.587415327249075303e-01
1.060000000000000053e+00 2.758751790463840475e-02 4.867235318538206124e-01
1.090000000000000080e+00 -2.089630222590981301e-01 5.132451250320689828e-01
1.120000000000000107e+00 -2.267402602385245811e-02 5.111192806258245680e-01
1.150000000000000133e+00 -1.753400338647952417e-01 5.147607354033562066e-01
1.180000000000000160e+00 -1.162975661701716873e-01 5.910093208907878370e-01
1.210000000000000187e+00 -4.104345010225964041e-02 6.619722795258438097e-01
1.240000000000000213e+00 -1.292361160818964183e-01 7.134061121684595053e-01
1.270000000000000240e+00 -3.622986867358331531e-01 7.758400338862169177e-01
1.300000000000000266e+00 -3.855556680573379771e-03 8.478221203579383580e-01
1.330000000000000293e+00 -2.332933364167833479e-01 9.552042912716336431e-01
1.360000000000000320e+00 -1.646200430386463576e-01 1.073790631380714622e+00
1.390000000000000346e+00 -1.039279807916708015e-01 1.385605979229728391e+00
1.420000000000000373e+00 1.942413090348741045e-01 1.463353221959418970e+00
1.450000000000000400e+00 9.426983162306964634e-03 1.503840188789469678e+00
1.480000000000000426e+00 -2.133699168165889559e-01 1.651051697225184745e+00
1.510000000000000453e+00 -1.743519524241609886e-01 1.840153862782771821e+00
1.540000000000000480e+00 -1.093107736752419734e-01 2.066997798751708082e+00
1.570000000000000506e+00 -1.963925324466197775e-01 2.324956657264048765e+00
1.600000000000000533e+00 -6.008150189240248906e-01 2.600331490112270494e+00
1.630000000000000560e+00 -3.596529981699879697e-01 2.912921269491398402e+00
1.660000000000000586e+00 -1.189167218325038050e-01 3.255175942413217616e+00
1.690000000000000613e+00 -2.263989575934023668e-01 3.595023248899731794e+00
1.720000000000000639e+00 -5.248069453650088256e-01 3.946568240136913985e+00
1.750000000000000666e+00 -2.985002467999921943e-02 4.348191888420612550e+00
1.780000000000000693e+00 4.381411869700835987e-02 5.026970758012798690e+00
1.810000000000000719e+00 -2.434467121640173370e-01 5.650824843762132232e+00
1.840000000000000746e+00 -9.556664834156961552e-01 5.997119444719789527e+00
1.870000000000000773e+00 1.129044480032114217e-01 6.160693698070598856e+00
1.900000000000000799e+00 -3.705103701640847236e-01 6.403641048188069007e+00
1.930000000000000826e+00 -5.884126424524275256e-01 6.622221024556694147e+00
1.960000000000000853e+00 -7.580877148354917515e-03 6.808210551462988924e+00
1.990000000000000879e+00 1.733594000003274571e-02 9.577131473963243380e+00
2.020000000000000906e+00 -7.024451385652408231e-01 7.144663260045669873e+00
2.050000000000000711e+00 9.759901736386898674e-02 7.111655048417921954e+00
2.080000000000000959e+00 8.960051484425821111e-02 6.928603246874573962e+00
2.110000000000001208e+00 4.910737015866119548e-01 6.633717937520067665e+00
2.140000000000001013e+00 8.608244033719828492e-01 6.346947717248442089e+00
2.170000000000000817e+00 1.845773318579443656e-01 5.952923439077523859e+00
2.200000000000001066e+00 -3.769630931554711628e-01 5.592073534221506215e+00
2.230000000000001315e+00 -7.243217451454987688e-02 5.309916990427482553e+00
2.260000000000001119e+00 -1.631908430470880300e-01 5.091589092966899877e+00
2.290000000000000924e+00 1.103376674552027509e-01 4.867525898120240946e+00
2.320000000000001172e+00 4.112015979206866123e-01 4.667240234723608161e+00
2.350000000000001421e+00 -5.342186943333658844e-01 4.496082584448976682e+00
2.380000000000001226e+00 1.304407700873178901e-02 4.521187229486804959e+00
2.410000000000001030e+00 1.716388338236438105e-01 4.581790291996288289e+00
2.440000000000001279e+00 -6.307525398942211755e-04 4.339039310431633822e+00
2.470000000000001528e+00 -6.826037289425850307e-01 4.274549561100882578e+00
2.500000000000001332e+00 -6.971839412127609492e-01 4.168187534659558047e+00
2.530000000000001137e+00 1.724140414824524015e-01 4.137832826938619313e+00
2.560000000000001386e+00 4.604782042559986133e-01 4.143688324440251591e+00
2.590000000000001634e+00 2.237578665405901349e-02 4.162533542369929229e+00
2.620000000000001439e+00 -4.534624070446856559e-01 4.183817843151150129e+00
2.650000000000001243e+00 -2.706707733382191505e-01 4.239516888651647442e+00
2.680000000000001492e+00 -1.740038579044660416e-01 4.396967800184206965e+00
2.710000000000001741e+00 -3.017832346715270675e-01 4.516966536796298115e+00
2.740000000000001545e+00 1.923619183658929477e-01 4.589896366328631849e+00
2.770000000000001350e+00 -4.826050637070209426e-01 4.629162928770225172e+00
2.800000000000001599e+00 1.647758552882538918e-01 4.640530948233125841e+00
2.830000000000001847e+00 -8.667219072975569372e-01 4.629853555346063132e+00
2.860000000000001652e+00 2.768686504780760727e-01 4.596128650463909615e+00
2.890000000000001457e+00 -3.061521081273384515e-01 4.547727184175936799e+00
2.920000000000001705e+00 3.928989020038494151e-01 4.470926770247501736e+00
2.950000000000001954e+00 -6.212768456554774721e-01 4.397536978916257056e+00
2.980000000000001759e+00 6.847491336577627985e-01 4.358618511771991777e+00
3.010000000000001563e+00 -3.461762218706293526e-01 4.222124852337387324e+00
3.040000000000001812e+00 2.846187084003269363e-01 4.145205469292237765e+00
3.070000000000002061e+00 2.475351239599686004e-01 3.953040749060502623e+00
3.100000000000001865e+00 3.492516437349375141e-02 3.929459459821522227e+00
3.130000000000001670e+00 -2.778459661404272252e-01 4.163899613181923698e+00
3.160000000000001918e+00 9.450513970614483894e-02 4.051090395491965701e+00
3.190000000000002167e+00 -9.797866787918828313e-02 4.135511028938142708e+00
