# q I conditional_sigma_fixed_C_no_cross_frame_covariance
1.700000000000000677e-01 7.134168972369525630e-01 3.220972633077861524e-01
1.750000000000000722e-01 7.420626392938358684e-01 3.192159579044518414e-01
1.800000000000000766e-01 -5.422092789324214346e-01 2.738352482903092522e-01
1.850000000000000810e-01 -4.181270259177592707e-02 2.734894449010984441e-01
1.900000000000000855e-01 -3.136770523292969903e-02 2.688807654831245619e-01
1.950000000000000899e-01 1.069679414852111876e-01 2.672198986236950513e-01
2.000000000000000944e-01 -1.089433143004403248e-01 2.710855951608890368e-01
2.050000000000000988e-01 2.191917684754421947e-01 2.762807973929020666e-01
2.100000000000001033e-01 -2.497966344362740829e-02 2.691962279695767624e-01
2.150000000000001077e-01 7.008117745447726143e-01 2.776504903372758459e-01
2.200000000000001121e-01 -2.570525821571681968e-01 2.691623964173985861e-01
2.250000000000001166e-01 -3.218504546134860478e-01 2.686705891603013430e-01
2.300000000000001210e-01 2.376079863606568310e-01 2.591529620539139711e-01
2.350000000000001255e-01 -6.251534761614302438e-02 2.735874425822102940e-01
2.400000000000001299e-01 2.664750654439675959e-01 2.918018719829688079e-01
2.450000000000001343e-01 -5.974701870616256905e-01 2.800912798151858896e-01
