# q I sigma_shared_baseline
2.470000000000001528e+00 4.325522990791646474e-04 1.919080377255858935e-02
2.500000000000001332e+00 1.748436816711386151e-03 1.870493430466002582e-02
2.530000000000001137e+00 -9.772244980543987828e-04 1.856609937529960994e-02
2.560000000000001386e+00 -3.403251491884859924e-04 1.859215868088159168e-02
2.590000000000001634e+00 -1.128866906661499421e-03 1.868146415279069855e-02
2.620000000000001439e+00 8.246147652371703862e-04 1.878071430847252921e-02
2.650000000000001243e+00 -5.039581804929903338e-04 1.902785544889478223e-02
2.680000000000001492e+00 -1.145511332937401488e-03 1.973837435446958513e-02
2.710000000000001741e+00 1.434369742916744841e-03 2.027148754480074047e-02
2.740000000000001545e+00 -4.029180767728230209e-03 2.060033691996223520e-02
2.770000000000001350e+00 -3.983681063182573849e-04 2.078450447173413318e-02
2.800000000000001599e+00 7.657711106824053498e-04 2.083285934016792379e-02
2.830000000000001847e+00 1.561948282191400958e-03 2.077831899453838269e-02
2.860000000000001652e+00 2.096311669324420982e-03 2.063274615308052784e-02
2.890000000000001457e+00 8.962617473163387791e-04 2.040774760623906281e-02
2.920000000000001705e+00 2.955990011195212103e-04 2.008130460488242314e-02
2.950000000000001954e+00 3.162757700687129285e-04 1.975189765607971923e-02
2.980000000000001759e+00 -1.857824794429324732e-03 1.955900435061025747e-02
3.010000000000001563e+00 1.316305729619305764e-03 1.895576460248526995e-02
3.040000000000001812e+00 2.632252416374113212e-04 1.860721704660837916e-02
3.070000000000002061e+00 1.507449909629015455e-03 1.773945263805158656e-02
3.100000000000001865e+00 6.306166451172488677e-04 1.764511765900677806e-02
3.130000000000001670e+00 9.821478235673623651e-04 1.871774159421515579e-02
3.160000000000001918e+00 3.011559163626932774e-03 1.818688673181707849e-02
3.190000000000002167e+00 4.257135866243160968e-03 1.856321954490212575e-02
