# q I sigma_shared_baseline
4.399999999999999745e-02 3.006042084049208363e+00 3.072906782564824302e-02
4.499999999999999833e-02 2.937478642343862134e+00 2.993419658683030282e-02
4.599999999999999922e-02 2.851967840882504213e+00 2.895529684568119017e-02
4.700000000000000011e-02 2.861173881228530558e+00 2.910292377041266351e-02
4.800000000000000100e-02 2.761857804903556257e+00 2.840920256335617566e-02
4.899999999999999495e-02 2.718509471325102123e+00 2.793667011717056864e-02
5.000000000000000278e-02 2.681987942630069011e+00 2.762875750449370754e-02
5.200000000000000455e-02 2.476658328171345236e+00 1.868113027659370692e-02
5.400000000000000633e-02 2.362419997979778419e+00 1.827048975240009449e-02
5.600000000000000810e-02 2.267322422426521378e+00 1.835782026556330437e-02
5.800000000000000988e-02 2.129766372944077002e+00 1.819960603164372248e-02
6.000000000000001166e-02 2.047666405835991021e+00 1.784056973466607854e-02
6.200000000000001343e-02 1.973202609916880679e+00 1.708990346941002131e-02
6.400000000000001521e-02 1.879632298413021596e+00 1.654903543531325433e-02
6.600000000000001699e-02 1.780821055225683791e+00 1.599498481010452541e-02
6.800000000000001876e-02 1.675392503072362205e+00 1.550750031893083185e-02
7.000000000000002054e-02 1.608192611964136987e+00 1.519435815378424384e-02
7.200000000000002232e-02 1.547689306801480535e+00 1.497017246765313531e-02
7.400000000000002409e-02 1.484454920924201504e+00 1.486372546308636217e-02
7.600000000000002587e-02 1.415225180332736254e+00 1.435356422486447868e-02
7.800000000000002764e-02 1.359279767542331152e+00 1.429820825467858006e-02
8.000000000000002942e-02 1.303923789352349427e+00 1.442568382721311389e-02
8.200000000000003120e-02 1.225312817059304837e+00 1.431799392293341827e-02
8.400000000000003297e-02 1.199973731569152324e+00 1.376590473849526389e-02
8.600000000000003475e-02 1.155948041012268446e+00 1.341087194894393340e-02
8.800000000000003653e-02 1.100099171355929162e+00 1.353451204094001901e-02
9.000000000000003830e-02 1.067924182729861116e+00 1.346775640434028087e-02
9.200000000000004008e-02 1.024698274293715183e+00 1.327072452079741671e-02
9.400000000000004186e-02 9.864092399351889195e-01 1.318424572319310678e-02
9.600000000000004363e-02 9.279877824806045394e-01 1.321336273145544415e-02
9.800000000000004541e-02 9.126844372354530055e-01 1.309368771427816928e-02
1.000000000000000056e-01 8.721866604977095427e-01 1.291185318042822362e-02
1.050000000000000100e-01 8.004382772400522317e-01 7.938649751905500415e-03
1.100000000000000144e-01 7.309999066407759649e-01 7.737129199861095263e-03
1.150000000000000189e-01 6.856317260377702283e-01 7.555111423519375591e-03
1.200000000000000233e-01 6.336406756573885746e-01 7.399313794480326389e-03
1.250000000000000278e-01 5.879334085778120667e-01 7.462357599922876325e-03
1.300000000000000322e-01 5.439765035399725113e-01 7.516159855423754955e-03
1.350000000000000366e-01 5.043188369126121451e-01 7.193592683830336496e-03
1.400000000000000411e-01 4.793438589560033436e-01 7.065681772632195941e-03
1.450000000000000455e-01 4.464147240972975439e-01 6.920597148515297836e-03
1.500000000000000500e-01 4.098101604861004166e-01 7.185525192408876924e-03
1.550000000000000544e-01 3.773571222329497044e-01 7.213138348978643741e-03
1.600000000000000588e-01 3.658222543502791524e-01 7.242233234408848065e-03
1.650000000000000633e-01 3.419815918425428425e-01 7.278261130160692399e-03
1.700000000000000677e-01 3.216961215018484532e-01 7.302508000093659545e-03
1.750000000000000722e-01 3.151761060943163439e-01 7.241487954572719057e-03
1.800000000000000766e-01 2.876895090203266392e-01 6.241256685549748627e-03
1.850000000000000810e-01 2.731936572725751078e-01 6.332679434983772004e-03
1.900000000000000855e-01 2.638695964270492134e-01 6.126550930531150102e-03
1.950000000000000899e-01 2.478669010594360400e-01 6.160918421510082517e-03
2.000000000000000944e-01 2.372669870982040685e-01 6.225074159664977999e-03
2.050000000000000988e-01 2.226972641088375282e-01 6.320157085455059554e-03
2.100000000000001033e-01 2.190111532598650601e-01 6.115650293966839839e-03
2.150000000000001077e-01 2.233139304081731280e-01 6.377458695212103942e-03
2.200000000000001121e-01 2.079527537763664335e-01 5.943310190190272645e-03
2.250000000000001166e-01 1.963405245876941596e-01 6.215874315894777055e-03
2.300000000000001210e-01 1.868634711424225492e-01 5.991952041926698266e-03
2.350000000000001255e-01 1.826867859137558947e-01 6.218944852222146706e-03
2.400000000000001299e-01 1.671178994781798988e-01 6.415838594159560190e-03
2.450000000000001343e-01 1.563364116017605943e-01 6.410950750297078268e-03
2.500000000000001110e-01 1.689689325249255913e-01 6.720644198565126591e-03
2.550000000000001155e-01 1.597246264341319333e-01 6.624321968614689179e-03
2.600000000000001199e-01 1.501263457814338564e-01 6.814046830856849285e-03
2.650000000000001243e-01 1.491299515787082308e-01 6.634983689297875402e-03
2.700000000000001288e-01 1.440725095286748969e-01 6.934410437706523163e-03
2.750000000000001332e-01 1.479577438616510865e-01 6.624424258109187953e-03
2.800000000000001377e-01 1.309961108213111569e-01 6.660632679154864823e-03
2.850000000000001421e-01 1.324127608107437959e-01 6.772636913463780592e-03
2.900000000000001465e-01 1.409962058867124390e-01 6.700810693627034034e-03
2.950000000000001510e-01 1.236464405002109801e-01 6.734186131328684551e-03
3.000000000000001554e-01 1.277008672927464616e-01 6.634521268639015541e-03
3.050000000000001599e-01 1.171311398441201995e-01 6.664661634389693230e-03
3.100000000000001643e-01 1.205236265446776173e-01 6.601554932915276210e-03
3.150000000000001688e-01 1.101260329387927228e-01 6.639366193617291315e-03
3.200000000000001732e-01 1.185341510585867508e-01 6.428120714049288288e-03
3.250000000000001776e-01 1.154287371390626676e-01 6.345629370835098940e-03
3.300000000000001821e-01 1.077062736777043422e-01 6.157436526550914488e-03
3.350000000000001865e-01 1.082771765778385020e-01 6.081188831900828998e-03
3.400000000000001910e-01 9.591752931453871589e-02 5.965452454518743383e-03
3.450000000000001954e-01 9.708711397883786065e-02 6.259072275197017157e-03
3.500000000000001998e-01 9.801739920276060503e-02 5.750384387085939568e-03
3.550000000000002043e-01 1.036391301896958800e-01 6.165468858301654913e-03
3.600000000000002087e-01 1.040240473614934269e-01 5.877167791485959220e-03
3.650000000000002132e-01 9.183696150170234107e-02 5.823638606923142724e-03
3.700000000000002176e-01 1.061672858204849995e-01 5.847680652217071215e-03
3.750000000000002220e-01 1.008985383190750262e-01 5.785710144450692191e-03
3.800000000000002265e-01 9.771546471701350600e-02 6.024702661064939603e-03
3.850000000000002309e-01 9.165862968615205719e-02 5.570668353843387724e-03
3.900000000000002354e-01 8.552927932130005573e-02 6.148768523567927496e-03
3.950000000000002398e-01 9.039631835039416141e-02 6.056397318536557196e-03
4.000000000000002442e-01 8.241467625876217062e-02 5.744619837180406884e-03
4.050000000000002487e-01 8.303595356392202975e-02 5.579533804454346255e-03
4.100000000000002531e-01 9.129603076311360033e-02 5.451420114047633540e-03
4.150000000000002576e-01 8.440730030327663058e-02 5.216027654458527986e-03
4.200000000000002620e-01 8.248368607323305901e-02 5.335214119649915425e-03
4.250000000000002665e-01 8.478887502982071500e-02 5.433931717806626989e-03
4.300000000000002709e-01 7.889405854656894590e-02 5.331217280422594074e-03
4.350000000000002753e-01 8.367936792707118820e-02 5.478682090079434706e-03
4.400000000000002798e-01 8.437330799625550326e-02 5.196251815007396462e-03
4.450000000000002842e-01 7.991643145559150507e-02 5.107904712580687949e-03
4.500000000000002887e-01 7.629040996117468498e-02 5.033193574389987004e-03
4.550000000000002931e-01 8.435213813647141068e-02 5.060325386316777245e-03
4.600000000000002975e-01 7.702423090550931939e-02 4.895630169174835372e-03
4.650000000000003020e-01 7.249189826148323690e-02 5.057099827918071569e-03
4.700000000000003064e-01 7.667849305958324146e-02 4.971932545459975018e-03
4.750000000000003109e-01 7.807536031980356894e-02 5.037108113319518909e-03
4.800000000000003153e-01 7.275435434592354700e-02 5.402661847502772396e-03
4.850000000000003197e-01 7.088606021506883847e-02 5.730028981408088334e-03
4.900000000000003242e-01 6.826253783909216888e-02 4.959804134419944742e-03
4.950000000000003286e-01 7.453170001844565407e-02 4.867870204730971595e-03
5.000000000000000000e-01 7.449983008053201461e-02 4.759403144433030364e-03
5.100000000000000089e-01 6.765727846381730526e-02 3.378870819081774592e-03
5.200000000000000178e-01 7.154886849070231369e-02 3.343406448850549766e-03
5.300000000000000266e-01 6.662148716004295812e-02 3.324723294024378110e-03
5.400000000000000355e-01 6.910477923923810661e-02 3.258498686238558897e-03
5.500000000000000444e-01 6.461776107717775997e-02 3.174834468151428724e-03
5.600000000000000533e-01 6.372673357454423926e-02 3.175303445485683478e-03
5.700000000000000622e-01 6.481921960705466779e-02 3.170685538083508215e-03
5.800000000000000711e-01 6.181564784391839484e-02 3.099863945202698239e-03
5.900000000000000799e-01 6.219811886379782162e-02 2.999258619269580799e-03
6.000000000000000888e-01 6.203577582392323653e-02 3.032923909654513476e-03
6.100000000000000977e-01 5.844571874347150725e-02 2.997740218171500437e-03
6.200000000000001066e-01 5.580180650858550945e-02 2.915160051569977862e-03
6.300000000000001155e-01 5.705173170671398036e-02 2.967593390071808328e-03
6.400000000000001243e-01 5.708937598283587989e-02 2.857969148273235838e-03
6.500000000000001332e-01 5.482401726557244864e-02 2.874953459032428792e-03
6.600000000000001421e-01 5.591850118868200992e-02 2.870852332654771043e-03
6.700000000000001510e-01 5.594269252367505690e-02 2.876509754359142176e-03
6.800000000000001599e-01 5.026465327895059121e-02 2.786191461615962397e-03
6.900000000000001688e-01 5.261017868511898288e-02 2.791003116814443335e-03
7.000000000000001776e-01 5.043185074867579526e-02 2.714344641950189665e-03
7.100000000000001865e-01 5.435261069709365622e-02 2.761605235090788292e-03
7.200000000000001954e-01 4.951227254399501870e-02 2.696111621581579777e-03
7.300000000000002043e-01 4.922121082558013339e-02 2.747014774296209060e-03
7.400000000000002132e-01 4.779731838538538169e-02 2.634726255499090630e-03
7.500000000000002220e-01 4.826954114362501380e-02 2.647479863010466800e-03
7.600000000000002309e-01 4.972636809952954429e-02 2.635193225793273485e-03
7.700000000000002398e-01 4.753209914617106263e-02 2.624648374180239135e-03
7.800000000000002487e-01 4.421363560865632092e-02 2.629196547850988410e-03
7.900000000000002576e-01 4.379526303704770612e-02 2.615549796590729142e-03
8.000000000000002665e-01 4.394668919890364761e-02 2.601887693558716744e-03
8.100000000000002753e-01 4.536217253180220566e-02 2.538582931158482082e-03
8.200000000000002842e-01 4.508546380194306674e-02 2.538804899668109082e-03
8.300000000000002931e-01 4.584349578595797031e-02 2.593624119747913077e-03
8.400000000000003020e-01 3.972326800444463818e-02 2.566252145914649490e-03
8.500000000000003109e-01 3.964863805584489115e-02 2.562387061176462939e-03
8.600000000000003197e-01 3.945939872950113975e-02 2.538723362335135528e-03
8.700000000000003286e-01 4.089044297968382619e-02 2.506208978801565193e-03
8.800000000000003375e-01 3.864717228505930302e-02 2.557227062200442737e-03
8.900000000000003464e-01 4.114443003347693917e-02 2.425231993164338445e-03
9.000000000000003553e-01 4.037338894684927570e-02 2.379112101140989314e-03
9.100000000000003642e-01 3.898433100899482279e-02 2.297235904161385855e-03
9.200000000000003730e-01 4.011413370787719757e-02 2.254263927432172566e-03
9.300000000000003819e-01 3.826500109468890243e-02 2.288483901245503150e-03
9.400000000000003908e-01 3.753339760942243919e-02 2.244079785287973923e-03
9.500000000000003997e-01 3.977914317295862950e-02 2.248646678284875727e-03
9.600000000000004086e-01 3.828508790125332434e-02 2.172806221572650635e-03
9.700000000000004174e-01 3.879700304559476759e-02 2.162897454106765208e-03
9.800000000000004263e-01 4.009391187400492690e-02 2.167457114457911702e-03
9.900000000000004352e-01 3.777812122189021932e-02 2.163349100969877165e-03
1.000000000000000000e+00 3.782503319354766497e-02 2.145312969189403993e-03
1.030000000000000027e+00 3.753664272525349122e-02 1.241560877850004336e-03
1.060000000000000053e+00 3.843261612133738042e-02 1.273716878557967953e-03
1.090000000000000080e+00 3.836055805178092276e-02 1.307690140745251198e-03
1.120000000000000107e+00 3.787775244495679428e-02 1.317245440450342956e-03
1.150000000000000133e+00 3.915563915869472306e-02 1.332536918951849995e-03
1.180000000000000160e+00 3.863251003973612596e-02 1.324080669535486346e-03
1.210000000000000187e+00 3.981666766648346567e-02 1.361433765738075596e-03
1.240000000000000213e+00 4.106943123035337873e-02 1.402214317593909873e-03
1.270000000000000240e+00 4.205888142856762518e-02 1.491410487588923318e-03
1.300000000000000266e+00 4.219708560882454162e-02 1.590146140224356830e-03
1.330000000000000293e+00 4.527604852931448737e-02 1.739546405701664121e-03
1.360000000000000320e+00 4.645719820069456329e-02 5.573164652865474598e-03
1.390000000000000346e+00 5.175479584186520182e-02 2.804695110732304819e-01
1.420000000000000373e+00 4.546435033409204629e-02 2.578679579448540753e-03
1.450000000000000400e+00 4.806027383024547017e-02 2.724663118852528078e-03
1.480000000000000426e+00 4.970286142686821534e-02 3.112327727365509639e-03
1.510000000000000453e+00 4.797411550844778855e-02 3.527133811461859950e-03
1.540000000000000480e+00 4.774949291626366665e-02 4.071329671549960005e-03
1.570000000000000506e+00 4.850937531857187068e-02 4.675074445585259211e-03
1.600000000000000533e+00 4.794967719905307568e-02 5.357337167792662787e-03
1.630000000000000560e+00 4.609330998884098030e-02 6.111901198748522293e-03
1.660000000000000586e+00 4.271634523256597621e-02 6.914312232333835913e-03
1.690000000000000613e+00 4.084776777238730006e-02 7.848720589257569824e-03
1.720000000000000639e+00 3.913251784205500072e-02 8.887976205792232770e-03
1.750000000000000666e+00 3.466322456368291227e-02 9.985010045305539594e-03
1.780000000000000693e+00 3.153454751519522981e-02 1.183186544678565752e-02
1.810000000000000719e+00 2.578822999072189967e-02 1.363516928034333442e-02
1.840000000000000746e+00 2.164797083063479607e-02 1.466326239570675365e-02
1.870000000000000773e+00 1.382175130243319672e-02 1.527893944092602492e-02
1.900000000000000799e+00 1.117329917431013862e-02 1.613670362581508255e-02
1.930000000000000826e+00 6.569066084429975305e-03 1.685677237623247476e-02
1.960000000000000853e+00 1.819281995602614306e-03 1.755373439272999228e-02
1.990000000000000879e+00 -4.204286416399579426e-04 1.827953613566732013e-02
2.020000000000000906e+00 -4.160024679360626795e-03 1.812859170268136741e-02
2.050000000000000711e+00 -6.411942862882379600e-03 1.792130808339136364e-02
2.080000000000000959e+00 -4.426070544227663633e-03 1.816213220818045995e-02
2.110000000000001208e+00 -9.870564098429969110e-03 1.833231991607323086e-02
2.140000000000001013e+00 -8.094367730226896193e-03 1.829435925762059809e-02
2.170000000000000817e+00 -8.898253511591350945e-03 1.775506977301963968e-02
2.200000000000001066e+00 -6.318983570369908660e-03 1.654740695775918854e-02
2.230000000000001315e+00 -9.485708144125793578e-03 1.514669527322471537e-02
2.260000000000001119e+00 -8.536518749560295660e-03 1.372567899479221545e-02
2.290000000000000924e+00 -8.069704648915409714e-03 1.298410167622888502e-02
2.320000000000001172e+00 -6.033321600330011740e-03 1.254071432442735792e-02
2.350000000000001421e+00 -4.581309154427115615e-03 1.218110321488993439e-02
2.380000000000001226e+00 -9.102374146899671128e-03 1.194256284077561958e-02
2.410000000000001030e+00 -6.941133063127890440e-03 6.430826098200786989e-02
2.440000000000001279e+00 -6.033504678508183096e-03 1.389301893517581321e-01
2.470000000000001528e+00 -1.999386817841792251e-03 1.111203202441610714e-02
2.500000000000001332e+00 -6.642321235722148040e-03 1.078603007060062978e-02
2.530000000000001137e+00 -4.413884294738768845e-03 1.059679786429107255e-02
2.560000000000001386e+00 -5.299822742184145778e-03 1.035347469209245072e-02
2.590000000000001634e+00 -5.447187454110302349e-03 1.017033090573805400e-02
2.620000000000001439e+00 -3.984718670762128073e-03 9.999348628668835656e-03
2.650000000000001243e+00 -4.567567107014981753e-03 9.945642671926819070e-03
2.680000000000001492e+00 -3.806972417020083009e-03 9.949297160818271202e-03
2.710000000000001741e+00 -1.994470446743831522e-03 9.721978793254726706e-03
2.740000000000001545e+00 -5.834670712995614072e-03 9.544603995196724103e-03
2.770000000000001350e+00 -3.585750498388808483e-03 9.297921951098093302e-03
2.800000000000001599e+00 -2.419500447720013183e-03 8.996840340061318386e-03
2.830000000000001847e+00 -2.539719174614552162e-03 1.060396997578576944e-02
2.860000000000001652e+00 -4.676947599865099309e-03 8.392160120773185794e-03
2.890000000000001457e+00 -4.136570015972030993e-03 8.081275600923774893e-03
2.920000000000001705e+00 -2.448992163202536217e-03 7.726242217633082915e-03
2.950000000000001954e+00 -4.054396605310549989e-03 7.374963450886925023e-03
2.980000000000001759e+00 -2.649150438825763343e-03 7.018659030526269021e-03
3.010000000000001563e+00 -2.693762531044719202e-03 6.681030106623670958e-03
3.040000000000001812e+00 -2.299924041776947852e-03 6.507564958973454869e-03
3.070000000000002061e+00 -3.305778055985418660e-03 6.070079165919861110e-03
3.100000000000001865e+00 -3.568608476799072469e-03 5.746838996962508848e-03
3.130000000000001670e+00 -2.650333795974500663e-03 5.294091836518874904e-03
3.160000000000001918e+00 -1.383137661917783600e-04 5.439822163857878194e-03
3.190000000000002167e+00 -6.259571251081587069e-05 5.488228445317644248e-03
