# q I conditional_sigma_fixed_C_no_cross_frame_covariance
4.200000000000002620e-01 2.336273797870987323e+00 2.412540728882877905e-01
4.250000000000002665e-01 2.343550957373208288e+00 2.453999147759890198e-01
4.300000000000002709e-01 2.257469297586804480e+00 2.411124462047092853e-01
4.350000000000002753e-01 1.991436618286812621e+00 2.402883702310752989e-01
4.400000000000002798e-01 2.045704991115233629e+00 2.362636805221313141e-01
4.450000000000002842e-01 1.905871536957266521e+00 2.319842527438706614e-01
4.500000000000002887e-01 2.002529757787939069e+00 2.268524645000788709e-01
4.550000000000002931e-01 1.905214725959710087e+00 2.223850810897132768e-01
4.600000000000002975e-01 1.915463907180274150e+00 2.228502389055290467e-01
4.650000000000003020e-01 2.120380383221692977e+00 2.270989770243429240e-01
4.700000000000003064e-01 1.892955226629509102e+00 2.237798851840945569e-01
4.750000000000003109e-01 2.212366040551127178e+00 2.270571506727334654e-01
4.800000000000003153e-01 2.035385434681240557e+00 2.425382455975156060e-01
4.850000000000003197e-01 1.757413734517021764e+00 2.499682852646009923e-01
4.900000000000003242e-01 2.026771826154906364e+00 2.218408620688821498e-01
4.950000000000003286e-01 2.106137838797772055e+00 2.169439246129164223e-01
5.000000000000000000e-01 1.760043648007232120e+00 2.191044299911825977e-01
5.100000000000000089e-01 1.930741785736938665e+00 1.509114912482427961e-01
5.200000000000000178e-01 1.669408325225028911e+00 1.497775375046260515e-01
5.300000000000000266e-01 1.799134305941874512e+00 1.453097780867361744e-01
5.400000000000000355e-01 1.457697683488341722e+00 1.469019655905020316e-01
5.500000000000000444e-01 1.886061572692128818e+00 1.427809934565015815e-01
5.600000000000000533e-01 1.932542505608008332e+00 1.415901649495623360e-01
5.700000000000000622e-01 1.703529795001507807e+00 1.415324045768767691e-01
5.800000000000000711e-01 1.578354971111911587e+00 1.383786661156284903e-01
5.900000000000000799e-01 1.574174911399089272e+00 1.357757955580662645e-01
6.000000000000000888e-01 1.568336927221581689e+00 1.352120359081860346e-01
6.100000000000000977e-01 1.324451949913303173e+00 1.339032987041809397e-01
6.200000000000001066e-01 1.176491070942207839e+00 1.296138516231245263e-01
6.300000000000001155e-01 1.386168202963367735e+00 1.310457630113854577e-01
6.400000000000001243e-01 1.462682561466685849e+00 1.284844935127386900e-01
6.500000000000001332e-01 1.404682110661264360e+00 1.288775265447383023e-01
6.600000000000001421e-01 1.437337575167494608e+00 1.280017513991158484e-01
6.700000000000001510e-01 1.457356154452608354e+00 1.271930758736997680e-01
6.800000000000001599e-01 1.287436199473900311e+00 1.266529549398600352e-01
6.900000000000001688e-01 1.187374763066063377e+00 1.253946168523268900e-01
7.000000000000001776e-01 1.374697879382670074e+00 1.218285459370220258e-01
7.100000000000001865e-01 1.145203021016898193e+00 1.238952900763654469e-01
7.200000000000001954e-01 1.228253295823940494e+00 1.210085258840646188e-01
7.300000000000002043e-01 1.364166309153715950e+00 1.221301680254129746e-01
7.400000000000002132e-01 1.136650908079663846e+00 1.196233855628405091e-01
7.500000000000002220e-01 1.228081164531595881e+00 1.183825815785113367e-01
7.600000000000002309e-01 1.323337232180689771e+00 1.177232057055091624e-01
7.700000000000002398e-01 1.212087933941070839e+00 1.179909275423929593e-01
7.800000000000002487e-01 1.239941288933037233e+00 1.184055578715975110e-01
7.900000000000002576e-01 1.217970749075822479e+00 1.180108759713225514e-01
8.000000000000002665e-01 1.129331928098751936e+00 1.157855544890101784e-01
8.100000000000002753e-01 1.300521021306531022e+00 1.150221043958313955e-01
8.200000000000002842e-01 9.943507006565533990e-01 1.142634784080917149e-01
8.300000000000002931e-01 1.021520944013519117e+00 1.155770219457292469e-01
8.400000000000003020e-01 1.247991633409683887e+00 1.150766589201854678e-01
8.500000000000003109e-01 1.001167425474460249e+00 1.141501889197705649e-01
8.600000000000003197e-01 8.626409496320758263e-01 1.135802966347370657e-01
8.700000000000003286e-01 1.297516086630706722e+00 1.141018689977897765e-01
8.800000000000003375e-01 1.019932542650380247e+00 1.160525717989508154e-01
8.900000000000003464e-01 9.790738414606747764e-01 1.094023968770379135e-01
9.000000000000003553e-01 9.767645407677413294e-01 1.061971783286274201e-01
9.100000000000003642e-01 1.033790613257945745e+00 1.032467760057012851e-01
9.200000000000003730e-01 9.606775887170719841e-01 1.017455366216834939e-01
9.300000000000003819e-01 1.021892607151430710e+00 1.025657079703984204e-01
9.400000000000003908e-01 1.158931361848896779e+00 1.007935520243229133e-01
9.500000000000003997e-01 8.577541490128789414e-01 1.005167041267406997e-01
9.600000000000004086e-01 9.541911147821553474e-01 9.760518630230702319e-02
9.700000000000004174e-01 8.339957466218484994e-01 9.720301525485955385e-02
9.800000000000004263e-01 1.003613402566278401e+00 9.759097253322863985e-02
9.900000000000004352e-01 1.023239911002248315e+00 9.793073507072985739e-02
1.000000000000000000e+00 9.981777546680894453e-01 9.621972200501739680e-02
1.030000000000000027e+00 8.999566414561082084e-01 5.566845027268396695e-02
1.060000000000000053e+00 9.960351491220551523e-01 5.716437217843103186e-02
1.090000000000000080e+00 9.642578855145335082e-01 5.875825192875525071e-02
1.120000000000000107e+00 9.607468330465617212e-01 5.918385111467248244e-02
1.150000000000000133e+00 8.812938977170816646e-01 5.973996359958116259e-02
1.180000000000000160e+00 1.129170381145927937e+00 5.952772104956061128e-02
1.210000000000000187e+00 1.124700304213169355e+00 6.091001944099967702e-02
1.240000000000000213e+00 1.088510113867980245e+00 6.303522675551440080e-02
1.270000000000000240e+00 1.094061805365614148e+00 6.701907644957430521e-02
1.300000000000000266e+00 1.126455925794973778e+00 7.123297308742485012e-02
1.330000000000000293e+00 1.204153980488680720e+00 7.811731265603576169e-02
1.360000000000000320e+00 1.164005337043696020e+00 2.493862184611929655e-01
1.390000000000000346e+00 1.903809183938384386e+00 1.260193426241776393e+01
1.420000000000000373e+00 1.181156882620741255e+00 1.156133868638767326e-01
1.450000000000000400e+00 1.249421917805598969e+00 1.225731436566027677e-01
1.480000000000000426e+00 1.207069794043608812e+00 1.394999260485104142e-01
1.510000000000000453e+00 1.239068720686334890e+00 1.583411172261358635e-01
1.540000000000000480e+00 1.205262114165311704e+00 1.824487353369954878e-01
1.570000000000000506e+00 1.227372657480467977e+00 2.096709130178277536e-01
1.600000000000000533e+00 1.249768099772110563e+00 2.405804807704765014e-01
1.630000000000000560e+00 1.129609991759994880e+00 2.739291702843530962e-01
1.660000000000000586e+00 1.104603988107384582e+00 3.105171840829873964e-01
1.690000000000000613e+00 1.107573610073888881e+00 3.524795384352164551e-01
1.720000000000000639e+00 9.665476635171620368e-01 3.989928053188130930e-01
1.750000000000000666e+00 7.605023705584118554e-01 4.484447169315341486e-01
1.780000000000000693e+00 6.986475002075290819e-01 5.314537688462762643e-01
1.810000000000000719e+00 6.665588653501527405e-01 6.122375809774857069e-01
1.840000000000000746e+00 5.080278486304129482e-01 6.589060828397743652e-01
1.870000000000000773e+00 3.827372235451980687e-01 6.861315920210943053e-01
1.900000000000000799e+00 2.855783404889278287e-01 7.250195272189189355e-01
1.930000000000000826e+00 8.804314183857277210e-02 7.576480764703080739e-01
1.960000000000000853e+00 6.046024520805828167e-02 7.893432666556693400e-01
1.990000000000000879e+00 1.627325162256857694e-01 8.217688811885389688e-01
2.020000000000000906e+00 -5.295099905158166809e-02 8.152730709624326222e-01
2.050000000000000711e+00 -9.717179740120296394e-02 8.059966774236126952e-01
2.080000000000000959e+00 -3.238695974701370495e-01 8.165359799792513140e-01
2.110000000000001208e+00 -7.980512101260193308e-03 8.238795135863559160e-01
2.140000000000001013e+00 -4.969723986202734256e-01 8.226881672728898476e-01
2.170000000000000817e+00 -1.491888842839532436e-01 7.981363700162702468e-01
2.200000000000001066e+00 -7.364619490845152050e-02 7.439370432240836051e-01
2.230000000000001315e+00 -2.093183684659045141e-01 6.801577133096984307e-01
2.260000000000001119e+00 -3.210531804935338740e-01 6.168839301933832786e-01
2.290000000000000924e+00 -2.878252679086801269e-01 5.840066490814281863e-01
2.320000000000001172e+00 -2.402628959320808610e-01 5.636976764745772472e-01
2.350000000000001421e+00 -5.330511795869116165e-01 5.476444913499655121e-01
2.380000000000001226e+00 -3.535756028417181285e-01 5.370613381761544236e-01
2.410000000000001030e+00 -2.912227959313379855e-01 2.890649799922387242e+00
2.440000000000001279e+00 -7.139964378882032031e-03 6.253094350636117404e+00
2.470000000000001528e+00 -2.807876032381523279e-01 4.994631196187592215e-01
2.500000000000001332e+00 -2.679090254583199604e-01 4.851645517848251488e-01
2.530000000000001137e+00 -3.879747600834904664e-01 4.761573331243494356e-01
2.560000000000001386e+00 -4.098517561452799662e-01 4.654948619506579788e-01
2.590000000000001634e+00 -2.789098566012871983e-01 4.573028220488121742e-01
2.620000000000001439e+00 -2.781056199647547467e-01 4.496841453415538203e-01
2.650000000000001243e+00 -2.455153639139027177e-01 4.469501708489709846e-01
2.680000000000001492e+00 -4.094286909606398295e-01 4.474530528302692045e-01
2.710000000000001741e+00 -2.617534754029607891e-01 4.369671282814038271e-01
2.740000000000001545e+00 -4.598131516066065738e-01 4.289819032439803892e-01
2.770000000000001350e+00 -2.109741907853294185e-01 4.178644160491631343e-01
2.800000000000001599e+00 -3.083415633095827335e-01 4.042705200809236232e-01
2.830000000000001847e+00 -3.762087112451354964e-01 4.769285113430366541e-01
2.860000000000001652e+00 -3.729003958511277750e-01 3.775531335488946927e-01
2.890000000000001457e+00 -5.034129496392845127e-01 3.629553521780932157e-01
2.920000000000001705e+00 -3.041852610598196338e-01 3.473969048812444727e-01
2.950000000000001954e+00 -2.698270897999834328e-01 3.315889825408878666e-01
2.980000000000001759e+00 -2.132114063827775241e-01 3.152056719632730375e-01
3.010000000000001563e+00 -4.133387152298952927e-01 3.006957984824760177e-01
3.040000000000001812e+00 -3.774900370881452694e-01 2.924259696905389672e-01
3.070000000000002061e+00 -2.361438523876638051e-01 2.726171432410388062e-01
3.100000000000001865e+00 -2.017327207709448122e-01 2.579419498510721054e-01
3.130000000000001670e+00 -1.814712086003726632e-01 2.382111964615719613e-01
3.160000000000001918e+00 -1.614223999555805811e-01 2.444573235937065325e-01
3.190000000000002167e+00 -1.989713400430044021e-01 2.464194778661780993e-01
