# q I sigma_shared_baseline
9.700000000000004174e-01 3.881961230378154493e-02 2.126799733500748819e-03
9.800000000000004263e-01 3.935020264084888864e-02 2.130548021114632082e-03
9.900000000000004352e-01 3.811412463231080711e-02 2.126385730164551385e-03
1.000000000000000000e+00 3.820421089209097287e-02 2.108852824367955878e-03
1.030000000000000027e+00 3.713994642621561842e-02 1.220531446496440258e-03
1.060000000000000053e+00 3.833328127550315878e-02 1.252371125138168444e-03
1.090000000000000080e+00 3.853502799036697540e-02 1.285803581144232422e-03
1.120000000000000107e+00 3.785474211242633585e-02 1.294909415523658571e-03
1.150000000000000133e+00 3.903857956052442929e-02 1.310083118939909651e-03
1.180000000000000160e+00 3.902168505941758236e-02 1.301977969573732885e-03
1.210000000000000187e+00 3.984538509572203152e-02 1.338513840360262656e-03
1.240000000000000213e+00 4.087130152922507920e-02 1.378591447973076577e-03
1.270000000000000240e+00 4.239815044850223091e-02 1.466038179933074753e-03
1.300000000000000266e+00 4.185478247974562527e-02 1.563150928067721761e-03
1.330000000000000293e+00 4.464962957791786258e-02 1.710378070588589906e-03
1.360000000000000320e+00 4.609560178418925513e-02 5.481534996180579579e-03
1.390000000000000346e+00 4.848725536264723163e-02 2.757916600593546819e-01
1.420000000000000373e+00 4.545727525118860995e-02 2.535088420893349698e-03
1.450000000000000400e+00 4.767821960057343211e-02 2.678129192700978017e-03
1.480000000000000426e+00 4.937815408109478416e-02 3.059233694037851239e-03
1.510000000000000453e+00 4.759672544675551398e-02 3.466893233509459136e-03
1.540000000000000480e+00 4.711694207305021365e-02 4.002614173062769669e-03
1.570000000000000506e+00 4.784774574260347579e-02 4.595983815632400694e-03
1.600000000000000533e+00 4.726854799338976038e-02 5.266651160023123890e-03
1.630000000000000560e+00 4.594984905284508342e-02 6.008677597936496785e-03
1.660000000000000586e+00 4.199966955760193327e-02 6.796974942081651302e-03
1.690000000000000613e+00 3.986846586551007904e-02 7.715644762801341858e-03
1.720000000000000639e+00 3.815992497689711660e-02 8.737750376293597701e-03
1.750000000000000666e+00 3.399733032423551959e-02 9.815663554449953476e-03
1.780000000000000693e+00 2.969050152302609227e-02 1.163118688008768324e-02
1.810000000000000719e+00 2.433541933869692170e-02 1.340430250559057450e-02
1.840000000000000746e+00 1.999088710749078596e-02 1.441438382620956714e-02
1.870000000000000773e+00 1.229151798114823738e-02 1.502011148714495724e-02
1.900000000000000799e+00 1.032456134055721557e-02 1.586289765705261798e-02
1.930000000000000826e+00 5.573129186301635160e-03 1.657030280183433013e-02
1.960000000000000853e+00 1.508755238311174042e-03 1.725565239981770652e-02
1.990000000000000879e+00 -9.669930639283634468e-04 1.796890920788166146e-02
2.020000000000000906e+00 -3.899162519914343636e-03 1.782073683370971606e-02
2.050000000000000711e+00 -5.320921676238888828e-03 1.761626705917957586e-02
2.080000000000000959e+00 -5.173506509484823712e-03 1.785271069441572017e-02
2.110000000000001208e+00 -8.031604700668239921e-03 1.802169743258846824e-02
2.140000000000001013e+00 -6.305775276075707876e-03 1.798474542246430302e-02
2.170000000000000817e+00 -8.353145886843294302e-03 1.745461159191226755e-02
2.200000000000001066e+00 -6.585986686663872734e-03 1.626624387995615623e-02
2.230000000000001315e+00 -9.005305033354244620e-03 1.489029467843956331e-02
2.260000000000001119e+00 -6.174516830279936502e-03 1.349309296135900102e-02
2.290000000000000924e+00 -5.665715092788793129e-03 1.276445568014448681e-02
2.320000000000001172e+00 -3.887518763117818899e-03 1.232949985895484546e-02
2.350000000000001421e+00 -3.072669751985842614e-03 1.197563265870764219e-02
2.380000000000001226e+00 -6.914014236820713658e-03 1.174014959463381448e-02
2.410000000000001030e+00 -4.251929072744697197e-03 6.319782905026483100e-02
2.440000000000001279e+00 -3.824591614924633797e-03 1.365757125765369728e-01
2.470000000000001528e+00 -8.679090760691892921e-06 1.092455196740157140e-02
2.500000000000001332e+00 -4.346652838697687149e-03 1.060356303286183813e-02
2.530000000000001137e+00 -2.464251617632124466e-03 1.041805546557667862e-02
2.560000000000001386e+00 -3.729748070279207545e-03 1.017871402495063547e-02
2.590000000000001634e+00 -2.778878849247182377e-03 9.997973728504649243e-03
2.620000000000001439e+00 -2.245046300663666380e-03 9.830410628690203559e-03
2.650000000000001243e+00 -1.838907216420073137e-03 9.777490483283255221e-03
2.680000000000001492e+00 -1.890372695598594322e-03 9.781156989774546229e-03
2.710000000000001741e+00 -1.077622616073352791e-03 9.557914268418390633e-03
2.740000000000001545e+00 -4.533963673645507661e-03 9.383526272787490186e-03
2.770000000000001350e+00 -2.546649935271314610e-03 9.140614501404176889e-03
2.800000000000001599e+00 -4.452016272421697118e-04 8.844928009379566733e-03
2.830000000000001847e+00 -1.809236183462473169e-03 1.042554523242818221e-02
2.860000000000001652e+00 -3.806560726469499206e-03 8.249752732831532390e-03
2.890000000000001457e+00 -2.621245159869699422e-03 7.944153077454423756e-03
2.920000000000001705e+00 -1.114526886634584777e-03 7.595307785158567429e-03
2.950000000000001954e+00 -2.235200690805170132e-03 7.250343327459557105e-03
2.980000000000001759e+00 -1.948834337205789967e-03 6.899386312434227335e-03
3.010000000000001563e+00 -2.058540310082804681e-03 6.567567489699764095e-03
3.040000000000001812e+00 -7.863490649277568448e-04 6.397153833857150904e-03
3.070000000000002061e+00 -2.394012769609713681e-03 5.967271664135228269e-03
3.100000000000001865e+00 -3.115438219269793182e-03 5.649782398524713124e-03
3.130000000000001670e+00 -1.792354410627650498e-03 5.203713898339930657e-03
3.160000000000001918e+00 8.542244312968285454e-04 5.345825838335312857e-03
3.190000000000002167e+00 9.663834989596699343e-04 5.395319033848258380e-03
