# q_A^-1 I sigma_shared_background
2.200000000000001121e-01 2.433742863216747931e-02 4.892822187907298025e-03
2.250000000000001166e-01 1.524741929947539057e-02 4.773673702695217097e-03
2.300000000000001210e-01 1.375785566810727202e-02 4.841662789183125148e-03
2.350000000000001255e-01 1.184888822619379473e-02 4.649179393926294174e-03
2.400000000000001299e-01 1.585405215832872902e-02 5.016254752284956923e-03
2.450000000000001343e-01 8.174303605202134018e-03 5.110103461413971655e-03
2.500000000000001110e-01 1.082211843633841195e-02 4.938762856484122526e-03
2.550000000000001155e-01 1.062123611400524886e-02 5.222787137225076357e-03
2.600000000000001199e-01 9.279150450353107135e-03 5.217470194756186098e-03
2.650000000000001243e-01 9.020175094812831265e-03 5.342956214652611925e-03
2.700000000000001288e-01 1.277070167632782770e-02 5.349042340931269360e-03
2.750000000000001332e-01 1.361696424653255529e-02 5.211685466309798689e-03
2.800000000000001377e-01 7.858002492829379085e-03 5.672866600809027028e-03
2.850000000000001421e-01 7.687081169730761686e-03 5.249005268725998215e-03
2.900000000000001465e-01 1.443266833379163068e-02 5.591513973266080788e-03
2.950000000000001510e-01 6.178284781044760150e-03 5.474821905792567195e-03
3.000000000000001554e-01 9.718771390263622814e-03 5.384313956327367937e-03
3.050000000000001599e-01 3.123351375483575561e-03 5.289776259293324165e-03
3.100000000000001643e-01 1.357474924872340005e-02 5.248076274086740239e-03
3.150000000000001688e-01 2.984113266842388073e-03 5.119621777277972435e-03
3.200000000000001732e-01 1.371076788611402808e-02 5.096347691416567433e-03
3.250000000000001776e-01 9.761139959638667415e-03 5.060538689186187995e-03
3.300000000000001821e-01 1.060880193411772865e-02 5.190877692169564711e-03
3.350000000000001865e-01 1.356760043445200820e-02 5.089530723090658626e-03
3.400000000000001910e-01 1.293824940780133673e-02 4.910975087557245024e-03
3.450000000000001954e-01 9.885621710041330237e-03 4.966402804938189856e-03
