# q_A^-1 I sigma_shared_background
6.100000000000000977e-01 1.866125570925866034e-02 2.472078093699838636e-03
6.200000000000001066e-01 1.615415380772271953e-02 2.432342009674003450e-03
6.300000000000001155e-01 1.713255657991863759e-02 2.406802069474700285e-03
6.400000000000001243e-01 1.854750976192476308e-02 2.375192330178301295e-03
6.500000000000001332e-01 1.790512503663348534e-02 2.339456547543772216e-03
6.600000000000001421e-01 2.012691095469539698e-02 2.315769567804860929e-03
6.700000000000001510e-01 1.799847944017011342e-02 2.385823008534741514e-03
6.800000000000001599e-01 1.602998477895141438e-02 2.337125608020510469e-03
6.900000000000001688e-01 1.909656522256004615e-02 2.313982208976958586e-03
7.000000000000001776e-01 1.613559599058052990e-02 2.373930551023813607e-03
7.100000000000001865e-01 1.574996678335632838e-02 2.311198862121002177e-03
7.200000000000001954e-01 1.474820340778366587e-02 2.329531312567799037e-03
7.300000000000002043e-01 1.647243788621294280e-02 2.343024485498095260e-03
7.400000000000002132e-01 1.619655306468559264e-02 2.340448444419680057e-03
7.500000000000002220e-01 1.294184093223715859e-02 2.316694340469887311e-03
7.600000000000002309e-01 1.440738778669151642e-02 2.341710791553986305e-03
7.700000000000002398e-01 1.662254097647628687e-02 2.349978726703467330e-03
7.800000000000002487e-01 1.747425160209300707e-02 2.402839428869912603e-03
7.900000000000002576e-01 1.554153463636500851e-02 2.414619987043558659e-03
8.000000000000002665e-01 1.508715297432488070e-02 2.389657586482516957e-03
8.100000000000002753e-01 1.959680094177510337e-02 2.362163343632669651e-03
