### DATA:
#
# 273
#      Q             I(Q)           Error     
1.05000000E-01  9.65666559E-02  1.63200486E-02
1.10000000E-01  7.37737373E-02  1.61376092E-02
1.15000000E-01  7.37568386E-02  1.58935880E-02
1.20000000E-01  8.24942581E-02  1.55588323E-02
1.25000000E-01  4.41881561E-02  1.54246469E-02
1.30000000E-01  4.01327316E-02  1.59252550E-02
1.35000000E-01  3.56240232E-02  1.52304300E-02
1.40000000E-01  3.85751420E-02  1.50255386E-02
1.45000000E-01  2.86070771E-02  1.47757514E-02
1.50000000E-01  3.15369072E-02  1.49104463E-02
1.55000000E-01  3.56825899E-02  1.53731089E-02
1.60000000E-01  2.90951347E-02  1.54992004E-02
1.65000000E-01  3.35416032E-02  1.55841657E-02
1.70000000E-01  2.84932481E-02  1.56394515E-02
1.75000000E-01  8.34670672E-03  1.56993221E-02
1.80000000E-01  1.33609850E-02  1.55323503E-02
1.85000000E-01  -1.59489216E-02  1.54373117E-02
1.90000000E-01  1.06590666E-02  1.52932617E-02
1.95000000E-01  1.21240109E-02  1.55057696E-02
2.00000000E-01  1.98995768E-02  1.44704402E-02
2.05000000E-01  2.33936061E-02  1.48683775E-02
2.10000000E-01  2.13413951E-02  1.40681333E-02
2.15000000E-01  1.62895986E-02  1.51605133E-02
2.20000000E-01  1.97350872E-02  1.49500556E-02
2.25000000E-01  7.00251452E-03  1.44140820E-02
2.30000000E-01  1.01289677E-02  1.48065754E-02
2.35000000E-01  1.48108131E-02  1.30930587E-02
2.40000000E-01  3.43237238E-02  1.44458099E-02
2.45000000E-01  4.33900696E-03  1.47766906E-02
2.50000000E-01  -3.88924630E-04  1.49433249E-02
2.55000000E-01  7.82814331E-03  1.58656372E-02
2.60000000E-01  1.44427285E-02  1.57980954E-02
2.65000000E-01  3.59857538E-03  1.54825211E-02
2.70000000E-01  1.14190670E-02  1.63971717E-02
2.75000000E-01  1.21295720E-02  1.52181438E-02
2.80000000E-01  4.22688533E-03  1.68115771E-02
2.85000000E-01  2.53663080E-02  1.60710179E-02
2.90000000E-01  -3.90408814E-04  1.64680926E-02
2.95000000E-01  -1.77469046E-04  1.66299224E-02
3.00000000E-01  -4.03894442E-03  1.53229385E-02
3.05000000E-01  -9.50544314E-03  1.50680000E-02
3.10000000E-01  3.64941950E-03  1.46630283E-02
3.15000000E-01  1.35988337E-02  1.46494562E-02
3.20000000E-01  1.12388068E-02  1.44775943E-02
3.25000000E-01  3.98450685E-03  1.41734620E-02
3.30000000E-01  8.10541479E-03  1.55567399E-02
3.35000000E-01  1.10604586E-02  1.44538284E-02
3.40000000E-01  7.41259430E-03  1.49512920E-02
3.45000000E-01  7.37725733E-04  1.48522476E-02
3.50000000E-01  -2.67309827E-03  1.28808884E-02
3.55000000E-01  4.36768926E-03  1.46433737E-02
3.60000000E-01  5.53130566E-03  1.46622896E-02
3.65000000E-01  -2.91167295E-03  1.43558935E-02
3.70000000E-01  -7.72847618E-03  1.42336597E-02
3.75000000E-01  1.78555167E-02  1.42284723E-02
3.80000000E-01  -2.32940341E-03  1.32109358E-02
3.85000000E-01  1.44692889E-04  1.36691303E-02
3.90000000E-01  -4.22706062E-03  1.30096109E-02
3.95000000E-01  8.33807817E-03  1.31402579E-02
4.00000000E-01  8.38672079E-03  1.34143819E-02
4.05000000E-01  2.14093878E-02  1.39999067E-02
4.10000000E-01  4.40014094E-03  1.30000447E-02
4.15000000E-01  6.31978797E-03  1.59275001E-02
4.20000000E-01  -4.04131923E-03  1.30440116E-02
4.25000000E-01  -2.31647677E-03  1.21414043E-02
4.30000000E-01  -8.45339080E-03  1.26232220E-02
4.35000000E-01  1.01057370E-02  1.23952015E-02
4.40000000E-01  9.22329767E-03  1.22102068E-02
4.45000000E-01  8.29059524E-03  1.19574122E-02
4.50000000E-01  -1.02501610E-02  1.23356221E-02
4.55000000E-01  6.48899956E-03  1.29136215E-02
4.60000000E-01  3.60970362E-03  1.11714289E-02
4.65000000E-01  5.12758889E-03  1.22637172E-02
4.70000000E-01  -9.46091682E-03  1.14369300E-02
4.75000000E-01  2.43070201E-04  1.13691123E-02
4.80000000E-01  1.57866695E-02  1.20667047E-02
4.85000000E-01  -7.13241300E-03  1.13784966E-02
4.90000000E-01  5.67985499E-03  1.16595068E-02
4.95000000E-01  -2.81364548E-03  1.02919309E-02
5.00000000E-01  -1.27877484E-02  1.28260219E-02
5.10000000E-01  3.14605126E-03  8.09285450E-03
5.20000000E-01  -1.73321647E-03  7.80342246E-03
5.30000000E-01  -2.09748368E-03  7.75970343E-03
5.40000000E-01  2.62237286E-03  7.38737217E-03
5.50000000E-01  7.02015226E-03  7.64234827E-03
5.60000000E-01  2.07850188E-03  7.13437366E-03
5.70000000E-01  6.41999507E-03  7.13329271E-03
5.80000000E-01  6.52808468E-03  7.14785469E-03
5.90000000E-01  -1.03361312E-03  7.10483878E-03
6.00000000E-01  1.27366171E-03  7.33996200E-03
6.10000000E-01  1.01537500E-02  7.01843922E-03
6.20000000E-01  2.69962454E-03  7.19731614E-03
6.30000000E-01  -3.62193378E-03  6.75659908E-03
6.40000000E-01  6.96295250E-03  6.79209481E-03
6.50000000E-01  1.68259938E-03  6.64026732E-03
6.60000000E-01  5.99956086E-03  6.91090364E-03
6.70000000E-01  -2.34659446E-03  6.95419913E-03
6.80000000E-01  1.25939761E-03  6.81354486E-03
6.90000000E-01  3.07354365E-03  6.77220688E-03
7.00000000E-01  2.68938144E-03  6.87847865E-03
7.10000000E-01  -5.67200327E-03  6.81925140E-03
7.20000000E-01  3.57892582E-03  6.78777958E-03
7.30000000E-01  4.13576358E-03  6.93125360E-03
7.40000000E-01  8.67759065E-03  6.62093776E-03
7.50000000E-01  -2.60825400E-03  6.73386642E-03
7.60000000E-01  -6.61485672E-04  6.72183901E-03
7.70000000E-01  6.17968876E-04  6.79357532E-03
7.80000000E-01  1.29224014E-03  7.17351030E-03
7.90000000E-01  7.03907440E-03  7.16352336E-03
8.00000000E-01  3.83860152E-03  6.93632765E-03
8.10000000E-01  5.10078754E-03  6.75247414E-03
8.20000000E-01  3.42506210E-03  7.02624676E-03
8.30000000E-01  1.11319963E-03  7.10788480E-03
8.40000000E-01  -4.78905933E-03  7.08408724E-03
8.50000000E-01  -2.09088744E-03  7.09854879E-03
8.60000000E-01  9.17538053E-04  7.03161069E-03
8.70000000E-01  1.16154456E-04  7.03466022E-03
8.80000000E-01  3.78695421E-03  6.97330415E-03
8.90000000E-01  1.76990917E-03  6.72054689E-03
9.00000000E-01  5.41016786E-03  6.61817363E-03
9.10000000E-01  4.36716623E-03  6.86592545E-03
9.20000000E-01  -2.59100381E-03  6.77177758E-03
9.30000000E-01  7.90132714E-03  6.80730654E-03
9.40000000E-01  7.80763223E-05  6.92497173E-03
9.50000000E-01  6.08317932E-04  6.89278083E-03
9.60000000E-01  -1.23026228E-03  6.86763344E-03
9.70000000E-01  1.87699214E-03  6.97449968E-03
9.80000000E-01  2.62752786E-03  7.20193058E-03
9.90000000E-01  1.36265774E-03  7.29019684E-03
1.00000000E+00  4.41480286E-03  7.29188959E-03
1.03000000E+00  4.25447700E-03  4.47939605E-03
1.06000000E+00  1.42313537E-03  4.79223962E-03
1.09000000E+00  1.85135489E-03  5.04540321E-03
1.12000000E+00  2.89160824E-03  4.98138102E-03
1.15000000E+00  7.16361095E-03  5.05274920E-03
1.18000000E+00  2.92991596E-03  5.77799222E-03
1.21000000E+00  5.20394534E-03  6.52097095E-03
1.24000000E+00  1.58624318E-03  7.00747807E-03
1.27000000E+00  1.40310527E-03  7.61983700E-03
1.30000000E+00  1.40956201E-03  8.36933118E-03
1.33000000E+00  -7.12324672E-04  9.43310655E-03
1.36000000E+00  3.77071301E-03  1.05788786E-02
1.39000000E+00  8.90000732E-05  1.36034512E-02
1.42000000E+00  1.25141427E-03  1.43747236E-02
1.45000000E+00  3.28402672E-03  1.48508998E-02
1.48000000E+00  4.00049104E-03  1.62688854E-02
1.51000000E+00  1.32732211E-04  1.81094655E-02
1.54000000E+00  6.82077144E-03  2.03823869E-02
1.57000000E+00  7.18742806E-03  2.29146761E-02
1.60000000E+00  1.49135923E-03  2.56516760E-02
1.63000000E+00  1.51427961E-03  2.86941968E-02
1.66000000E+00  5.44539730E-03  3.20739072E-02
1.69000000E+00  -1.09820306E-03  3.53923457E-02
1.72000000E+00  -1.03007037E-03  3.88411295E-02
1.75000000E+00  7.78335209E-04  4.28400549E-02
1.78000000E+00  6.87193460E-03  4.95062925E-02
1.81000000E+00  3.36184291E-03  5.56512751E-02
1.84000000E+00  2.62434739E-03  5.90579997E-02
1.87000000E+00  -2.50504691E-03  6.06840287E-02
1.90000000E+00  2.64752587E-03  6.31499366E-02
1.93000000E+00  -9.87178727E-04  6.52533908E-02
1.96000000E+00  -5.85340820E-05  6.71106129E-02
1.99000000E+00  3.23683556E-03  9.34515390E-02
2.02000000E+00  5.36896499E-04  7.04847094E-02
2.05000000E+00  3.93553932E-03  7.00518976E-02
2.08000000E+00  1.50436746E-03  6.82633182E-02
2.11000000E+00  -4.76838401E-04  6.54059530E-02
2.14000000E+00  -7.83356659E-03  6.25260956E-02
2.17000000E+00  -1.55476624E-03  5.87071590E-02
2.20000000E+00  -2.29807345E-03  5.51324609E-02
2.23000000E+00  -4.84396701E-03  5.23860743E-02
2.26000000E+00  -7.08545971E-03  5.01969057E-02
2.29000000E+00  -5.98742273E-03  4.79788275E-02
2.32000000E+00  -6.08088406E-03  4.60059967E-02
2.35000000E+00  -4.37417322E-03  4.43643677E-02
2.38000000E+00  -1.40083007E-03  4.46424801E-02
2.41000000E+00  -6.01732753E-04  4.51847229E-02
2.44000000E+00  1.98187680E-03  4.28022506E-02
2.47000000E+00  1.01941778E-03  4.22023498E-02
2.50000000E+00  -6.72303185E-03  4.11177253E-02
2.53000000E+00  -1.90859109E-03  4.07650870E-02
2.56000000E+00  -5.60109130E-03  4.08247160E-02
2.59000000E+00  -5.66259997E-03  4.10646685E-02
2.62000000E+00  -5.24596844E-03  4.12863255E-02
2.65000000E+00  -4.99824529E-03  4.18246409E-02
2.68000000E+00  -4.77649104E-03  4.33669580E-02
2.71000000E+00  -6.68627124E-03  4.45952749E-02
2.74000000E+00  -6.14570928E-03  4.53132162E-02
2.77000000E+00  -3.78262736E-03  4.56359303E-02
2.80000000E+00  -4.73946452E-03  4.57510182E-02
2.83000000E+00  -2.24979483E-03  4.56586395E-02
2.86000000E+00  -6.19168960E-03  4.53524662E-02
2.89000000E+00  -7.02150535E-03  4.48356677E-02
2.92000000E+00  -3.43282092E-03  4.40763874E-02
2.95000000E+00  -5.23576077E-03  4.33395341E-02
2.98000000E+00  -3.16101828E-03  4.29872364E-02
3.01000000E+00  -8.18448716E-03  4.15938533E-02
3.04000000E+00  -5.17984972E-03  4.09059034E-02
3.07000000E+00  -4.61424526E-03  3.89918771E-02
3.10000000E+00  -6.23532301E-03  3.87216169E-02
3.13000000E+00  -7.80057839E-03  4.10714948E-02
3.16000000E+00  -5.05266578E-03  3.98673181E-02
3.19000000E+00  -3.95323501E-03  4.08209989E-02


### HEADER:
#
#{
#    "analysis": {},
#    "filename": "./dat_files/WT_092025/profile_185.dat",
#    "history": {
#        "subtraction": {
#            "initial_file": [
#                "S_WT_sample_0186"
#            ],
#            "subtracted_file": [
#                "A_S_WT_sample_0221",
#                {
#                    "averaged_files": [
#                        [
#                            "S_WT_sample_0221"
#                        ],
#                        [
#                            "S_WT_sample_0222"
#                        ],
#                        [
#                            "S_WT_sample_0223"
#                        ],
#                        [
#                            "S_WT_sample_0224"
#                        ],
#                        [
#                            "S_WT_sample_0225"
#                        ],
#                        [
#                            "S_WT_sample_0226"
#                        ],
#                        [
#                            "S_WT_sample_0227"
#                        ],
#                        [
#                            "S_WT_sample_0228"
#                        ],
#                        [
#                            "S_WT_sample_0229"
#                        ],
#                        [
#                            "S_WT_sample_0230"
#                        ],
#                        [
#                            "S_WT_sample_0231"
#                        ],
#                        [
#                            "S_WT_sample_0232"
#                        ],
#                        [
#                            "S_WT_sample_0233"
#                        ],
#                        [
#                            "S_WT_sample_0234"
#                        ],
#                        [
#                            "S_WT_sample_0235"
#                        ],
#                        [
#                            "S_WT_sample_0236"
#                        ],
#                        [
#                            "S_WT_sample_0237"
#                        ]
#                    ]
#                }
#            ]
#        }
#    },
#    "unit": ""
#}

