# q_A^-1 I sigma_shared_background
9.700000000000004174e-01 3.609351118667849384e-02 1.559284265851830975e-03
9.800000000000004263e-01 3.670440920728341994e-02 1.564867913239886658e-03
9.900000000000004352e-01 3.541975875651601213e-02 1.570593137265222745e-03
1.000000000000000000e+00 3.593042140621197783e-02 1.541565302567518732e-03
1.030000000000000027e+00 3.454133919219208593e-02 8.947915627611495622e-04
1.060000000000000053e+00 3.524849922676868280e-02 9.181726464799929962e-04
1.090000000000000080e+00 3.552519373849280515e-02 9.409852323152676943e-04
1.120000000000000107e+00 3.539536214373677214e-02 9.508090662154306504e-04
1.150000000000000133e+00 3.599699892457595279e-02 9.594688210796200895e-04
1.180000000000000160e+00 3.645381171077922977e-02 9.559549507599669196e-04
1.210000000000000187e+00 3.721042453883870171e-02 9.800122839401688435e-04
1.240000000000000213e+00 3.825818540235603055e-02 1.010228973053605307e-03
1.270000000000000240e+00 3.866259945629314798e-02 1.077405806211563467e-03
1.300000000000000266e+00 4.021895475786486929e-02 1.146192244800477936e-03
1.330000000000000293e+00 4.122678782953557997e-02 1.255388209180726853e-03
1.360000000000000320e+00 4.330767656827201606e-02 4.016292764842250597e-03
1.390000000000000346e+00 4.528768118851683039e-02 2.023674998329582086e-01
1.420000000000000373e+00 4.335685786428119387e-02 1.859440616706874985e-03
1.450000000000000400e+00 4.511911561422430467e-02 1.966553573741053156e-03
1.480000000000000426e+00 4.558393732783101726e-02 2.242650653236717001e-03
1.510000000000000453e+00 4.461810055681872389e-02 2.541505979292874983e-03
1.540000000000000480e+00 4.485612493857091265e-02 2.933664620659661576e-03
1.570000000000000506e+00 4.403024004402966707e-02 3.369129743989709037e-03
1.600000000000000533e+00 4.420270561220160377e-02 3.862420665396370471e-03
1.630000000000000560e+00 4.301834865808963626e-02 4.402182602784810925e-03
1.660000000000000586e+00 4.005664615957907349e-02 4.987267716468517416e-03
1.690000000000000613e+00 3.814764935271895696e-02 5.657300266157305919e-03
1.720000000000000639e+00 3.492243202189741075e-02 6.407463591552396004e-03
1.750000000000000666e+00 3.204701270863522661e-02 7.200192919849539644e-03
1.780000000000000693e+00 2.745969916993317578e-02 8.530541077555853224e-03
1.810000000000000719e+00 2.331223778109459133e-02 9.830687692972970085e-03
1.840000000000000746e+00 1.796979019706813549e-02 1.057638027697557770e-02
1.870000000000000773e+00 1.241246348083157973e-02 1.101657155973236046e-02
